transcription,LaTeX,Source,whisper_base_predSE,whisper_medium_predSE,MathSpeech_LaTeX_result_medium
a squared times pi over 2 minus minus pi over 2,$a^{2}(\pi/2)-(-\pi/2)$,https://www.youtube.com/watch?v=BGE3wb7H2PA,is a squared times pi over 2 minus minus pi over 2.,Is a squared times pi over 2 minus minus pi over 2.,$\rho^{2}(\pi/2-\pi/2)$
sine pi,$\sin\pi$,https://www.youtube.com/watch?v=BGE3wb7H2PA,sign pi sat,,$|\mathbf{x}-\mathbf{y}|$
 2 cosine theta is equal to negative 1,$2\cos\theta~{}=~{}-1$,https://www.youtube.com/watch?v=BGE3wb7H2PA,2 cosine theta is equal to negative 1.,2 cos theta is equal to negative 1.,$2\cos\theta~{}=~{}-1$
r plus 2r cosine theta equals 1,$r+2r\cos\theta=1$,https://www.youtube.com/watch?v=BGE3wb7H2PA,r plus 2 r cosine theta equals 1.,r plus 2r cosine theta equals 1.,$r+2r\cos\theta=1$
one minus two r cosine theta,$1-2r\cos\theta$,https://www.youtube.com/watch?v=BGE3wb7H2PA,1 minus 2 r cosine theta.,1 minus 2r cosine theta.,$1-2r\cos\theta$
r squared equals 1 minus 2x squared,$r^{2}=1-2x^{2}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,R squared equals 1 minus 2 at squared.,R squared equals 1 minus 2x squared.,$r^{2}=1-2x^{2}$
minus 3x squared plus y squared,$-3x^{2}+y^{2}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,minus 3x squared plus y squared.,Minus 3x squared plus y squared.,$-3x^{2}+y^{2}$
1 over a plus b cosine theta,$\frac{1}{a+b\cos\theta}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,1 over A plus B cosine theta.,1 over a plus b cosine theta.,$\frac{1}{a+b\cos\theta}$
dA dt is equal to a half r squared d theta dt,$\frac{dA}{dt}=\frac{1}{2}r^{2}\frac{d\theta}{dt}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,dA dt is equal to a half r squared d theta dt.,dA dt is equal to 1 by 2 r squared d theta dt.,$\mathrm{d}A\mathrm{d}t:=\frac{1}{2R^{2}}\mathrm{d}\theta\mathrm{d}t$
e x plus 2 cubed,$e(x+2)^{3}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,e x plus 2 cubed.,E x plus 2 cubed.,$\mathbb{E}(X+2)^{3}$
Ax plus b divided by x squared plus 2,$(Ax+b)/(x^{2}+2)$,https://www.youtube.com/watch?v=BGE3wb7H2PA,AX plus B divided by X squared plus two.,Ax plus b divided by x squared plus 2.,$(ax+b)/(x^{2}+2)$
A2x plus B2 x squared plus 2 squared plus c over x plus d,$\frac{A2x + B2}{(x^{2}+2)^{2}}+\frac{C}{x}+D$,https://www.youtube.com/watch?v=BGE3wb7H2PA,"plus B2, x squared plus C over x plus D.",a 2 x plus b 2 x squared plus 2 squared plus c over x plus d.,$a\tox+b\tox^{2}+du^{2}+c/x+d$
u prime is equal to 1 over 1 plus x squared,$u^{\prime}=\frac{1}{1+x^{2}}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,u prime is equal to 1 over 1 plus x squared.,u' is equal to 1 over 1 plus x squared.,$u^{\prime}:=\frac{1}{1+x^{2}}$
v is equal to x squared over two,$v=\frac{x^{2}}{2}$,https://www.youtube.com/watch?v=BGE3wb7H2PA,V is equal to x squared over 2.,V is equal to x squared over 2.,$v:=\frac{x^{2}}{2}$
x squared over 2 tan inverse x,$\frac{x^{2}}{2}\tan^{-1}x$,https://www.youtube.com/watch?v=BGE3wb7H2PA,x squared over 2 tan inverse x.,x squared over 2 tan inverse x.,$x^{2}/2\tan^{-1}x$
a half x minus a half tan inverse x,$\frac{1}{2}x-\frac{1}{2}\tan^{-1}x$,https://www.youtube.com/watch?v=BGE3wb7H2PA,The half x minus half tan inverse x.,1 by 2. 1 by 2 x minus 1 by 2 tan inverse x.,$\displaystyle\frac{1}{2}\frac{1}{2}x-\frac{1}{2}\tan^{-1}x$
x log x,$x\log{x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,X log X.,x log x,$x\log{x}$
 x to the 10th minus 1,$x^{10}-1$,https://www.youtube.com/watch?v=PNTnmH6jsRI,x to the 10th minus 1.,x to the 10th minus 1.,$x^{10}-1$
x squared minus 1,$\displaystyle x^{2}-1$,https://www.youtube.com/watch?v=PNTnmH6jsRI,x squared minus 1.,x squared minus 1.,$\displaystylex^{2}-1$
f of x divided by g of x,$\frac{f(x)}{g(x)}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,F of x divided by g of x.,F of x divided by g of x.,$\frac{f(x)}{g(x)}$
 f of x divided by x minus a,$\frac{f(x)}{x-a}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,F of x divided by x minus a.,F of x divided by x minus a.,$\frac{f(x)}{x-a}$
sine five x divided by sine two x,$\sin 5x/\sin 2x$,https://www.youtube.com/watch?v=PNTnmH6jsRI,sine 5x divided by sine 2x.,Sine 5x divided by sine 2x.,$\sin(5x)/\sin(2x)$
five cosine five x divided by two cosine two x,$5\cos(5x)/2\cos(2x)$,https://www.youtube.com/watch?v=PNTnmH6jsRI,5 cosine 5x divided by 2 cosine 2x.,5 cos 5x divided by 2 cos 2x.,$5\cos(5x)/2\cos(2x)$
cosine x minus 1 divided by x squared,$(\cos x-1)/x^{2}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,cosine x minus 1 divided by x squared.,Cosine x minus 1 divided by x squared.,$\cosx-1/x^{2}$
sine of five x divided by sine of 2x,$\sin(5x)/\sin(2x)$,https://www.youtube.com/watch?v=PNTnmH6jsRI,sine of 5x divided by sine of 2x.,Sine of 5x divided by sine of 2x.,$\sin(5x)/\sin(2x)$
1 minus x squared over 2,$1-x^{2}/2$,https://www.youtube.com/watch?v=PNTnmH6jsRI,1 minus x squared over 2.,That's 1 minus x squared over 2.,$\displaystyle\cdots\frac{1-x^{2}}{2}$
a 3rd x to the minus 2 3rds,$\frac{1}{3}x^{-2/3}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,We have a third x to the minus two thirds.,We have 1 third x to the minus 2 thirds.,"$B(1/3,x^{-2/3})$"
x to the x is equal to e to the x log x,$x^{x}=e^{x\log x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,X to the X is equal to E to the X log X.,x to the x is equal to e to the x log x.,$X^{x}:=e^{x\logX}$
 sine x over x squared,$\sin(x)/x^{2}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,sine x over x squared.,sin x over x squared.,$\sinx/x^{2}$
1 plus 2 over x plus 1 over x to the 5th power,$1+2/x+1/x^{5}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,1 plus 2 over x plus 1 over x to the 5th power.,1 plus 2 over x plus 1 over x to the fifth power.,$1+2/x+1/x^{5}$
1 over 1 over x,$\frac{1}{1/x}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,"One over, one over x.",1 over 1 over x.,$\frac{1}{1/x}$
 x to the 5th over x to the 4th,$\frac{x^{5}}{x^{4}}$,https://www.youtube.com/watch?v=PNTnmH6jsRI,"X to the 5th, over X to the 4th.",x to the fifth over x to the fourth.,$\frac{x^{5}}{x^{4}}$
one over x to the power p,$\frac{1}{x^{p}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,1 over x to the power p.,1 over x to the power p.,$\frac{1}{x^{p}}$
dx over x to the pth power,$\frac{dx}{x^{p}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,DX over X to the PATH power.,dx over x to the p-th power.,$\frac{dx}{x^{p}}$
 1 over minus p plus 1,$\frac{1}{p-1}$,https://www.youtube.com/watch?v=KhwQKE_tld0,1 over p minus 1.,1 over p minus 1.,$\frac{1}{p-1}$
integral from 0 to infinity dx over the square root of x squared plus 10,$\displaystyle \int_{0}^{\infty}\frac{dx}{\sqrt{x^{2}+10}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,the integral from 0 to infinity dx over the square root of x squared plus 10.,The integral from 0 to infinity dx over the square root of x squared plus 10.,$B\int_{0}^{\infty}\frac{dx}{\sqrt{x^{2}+10}}$
integral from 0 to 1 dx over square root of x squared plus 10,$\int_{0}^{1}\frac{dx}{\sqrt{x^{2}+10}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,integral from 0 to 1 dx over square root of x squared plus 10.,Integral from 0 to 1 dx over square root of x squared plus 10.,$\int_{0}^{1}\frac{dx}{\sqrt{x^{2}+10}}$
 1 over the square root of x cubed plus 3 ,$1/\sqrt{x^{3}+3}$,https://www.youtube.com/watch?v=KhwQKE_tld0,1 over the square root of x cubed plus 3.,1 over the square root of x cubed plus 3.,$1/\sqrt{x^{3}+3}$
1 over the square root of x cubed,$\frac{1}{\sqrt{x^{3}}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,to 1 over the square root of x cubed.,to 1 over the square root of x cubed.,$2\frac{1}{\sqrt{x^{3}}}$
one over x to the three halves,$\frac{1}{x^{3/2}}$,https://www.youtube.com/watch?v=KhwQKE_tld0,1 over x to the 3 halves.,1 over x to the 3 halves.,$\frac{1}{x^{3/2}}$
 x to the one half times two,$x^{\frac{1}{2}}(2)$,https://www.youtube.com/watch?v=MK_0QHbUnIA,x of 1 half times 2.,x to the 1 half times 2.,$x^{1/2}Du$
1 over x squared,$\frac{1}{x^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,1 over x squared.,1 over x squared.,$\frac{1}{x^{2}}$
y equals 1 over x,$y=\frac{1}{x}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,Y equals 1 over X.,y equals 1 over x.,$y=\frac{1}{x}$
 y equals one over x to the one-half,$\operatorname{y}=\frac{1}{x^{1/2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,"So, I think it was 1 over x to the 1 half.",y equals 1 over x to the 1 half.,$y=1/x^{1/2}$
 y equals 1 over x minus 3 squared,$y=\frac{1}{(x-3)^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,y equals 1 over x minus 3 squared.,y equals 1 over x minus 3 squared.,$y=\frac{1}{(x-3)^{2}}$
the integral from zero to infinity dx over x minus three squared,$\displaystyle \int_{0}^{\infty}\frac{dx}{(x-3)^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,The integral from 0 to infinity dx over x minus 3 squared.,The integral from 0 to infinity dx over x minus 3 squared.,$\displaystyle\int_{0}^{\infty}\frac{dx}{(x-3)^{2}}$
1 plus a plus a squared,$\mathrm{{1}+a+a^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,1 plus a plus a squared.,It's 1 plus a plus a squared.,$\mathrm{id}_{1}+A+A^{2}$
1 over 1 minus a,$\frac{1}{1-a}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,1 over 1 minus a.,It's 1 over 1 minus a.,$\mathrm{exp}(1/(1-a))$
 sum 1 over n squared n equals 1 to infinity,$\sum_{n=1}^{\infty}{1/n^{2}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,"to sum 1 over n squared, n equals 1 to infinity.","to sum 1 over n squared, n equals 1 to infinity.",$\{t_{1/n}^{2}\}_{n=1}^{\infty}$
pi squared over 6,$\frac{\pi^{2}}{6}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,pi squared over 6.,Pi squared over 6.,$\frac{\pi^{2}}{6}$
 1 over n cubed,$\frac{1}{n^{3}}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,One over and cubed.,1 over n cubed.,$\frac{1}{n^{3}}$
1 plus 1 over 2 plus all the way up to 1 over n minus 1 plus 1 over n,$1+\frac{1}{2}+\mathrm{\ldots}+\frac{1}{n-1}+\frac{1}{n}$,https://www.youtube.com/watch?v=MK_0QHbUnIA,1 plus 1 over 2 plus all the way up to 1 over n minus 1 plus 1 over n.,1 plus 1 over 2 plus all the way up to 1 over n minus 1 plus 1 over n.,$1+\frac{1}{2}+O(\mathrm{Wi}^{\uparrow}\frac{1}{n-1}+\frac{1}{n})$
sum 1 over n squared plus 1 square root,$\sum\frac{1}{\sqrt{n^{2} + 1}}$ ,https://www.youtube.com/watch?v=MK_0QHbUnIA,some 1 over n squared plus 1 squared root.,Sum 1 over n squared plus 1 square root.,$\sum\frac{1}{n^{2}+1}\surd$
1 over n to the 5th square root,$(1/\sqrt{n^{5}})$,https://www.youtube.com/watch?v=MK_0QHbUnIA,1 over into the fifth square root.,1 over n to the fifth square root.,$\nicefrac{{1}}{{n^{5}}}$
n plus 1 times c n plus 1 divided by n plus 1,$(n+1)c_{n+1}/(n+1)$,https://www.youtube.com/watch?v=wOHrNt9ScYs,n plus 1 times cn plus 1 divided by n plus 1.,n plus 1 times cn plus 1 divided by n plus 1.,$(n+1)(cn+1)/(n+1)$
1 over 1 minus x,$\frac{1}{1-x}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,1 over 1 minus x.,1 over 1 minus x.,$\frac{1}{1-x}$
s times one minus x,$s\cdot(1-x)$,https://www.youtube.com/watch?v=wOHrNt9ScYs,S times 1 minus x.,S times 1 minus x.,$s\cdot(1-x)$
 minus r less than x less than r,$-r<x<r$,https://www.youtube.com/watch?v=wOHrNt9ScYs,minus r less than x less than r.,Minus r less than x less than r.,$-R<x<R$
 sum a n x to the n,$\sum {a_n}x^{n}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,some ANX to the N.,Sum a n x to the n.,"$\sum_{A,n}x^{n}$"
 a1 x squared over 2,$\frac{\mathbb{a_1} x^{2}}{2}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,A1 x squared over 2.,a 1 x squared over 2.,"$A(1,x^{2}/2)$"
a zero plus a one x plus a two x squared plus a three x cubed plus dot dot dot,$\displaystyle \mathcal{a}_{0}+\mathcal{a}_{1}x+\mathcal{a}_{2}x^{2}+\mathcal{a}_{3}x^{3}+\cdots$,https://www.youtube.com/watch?v=wOHrNt9ScYs,A0 plus A1x plus A2x squared plus A3x cubed plus A2x cubed plus A2x squared plus A2x squared plus A3x cubed plus A2x squared plus A3x squared,a 0 plus a 1 x plus a 2 x squared plus a 3 x cubed plus,$\displaystyleA_{0}+A_{1}x+A_{2}x^{2}+A_{3}x^{3}+$
 a n is equal to f nth derivative divided by n factorial,$a_n\mathrel{\mathop{}}=\frac{f^{n}}{n!}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,A n is equal to f n's derivative divided by n factorial.,An is equal to f nth derivative divided by n factorial.,$\mathcal{N}=\frac{F^{n}}{n!}$
the sum n equals 0 to infinity of 1 divided by n factorial x to the n,$\sum_{n=0}^{\infty}\frac{1}{n!}x^{n}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,The sum n equals 0 to infinity of 1 divided by n factorial x to the n.,The sum n equals 0 to infinity of 1 divided by n factorial x to the n.,$\sum_{n=0}^{\infty}\frac{1}{n!}x^{n}$
 x minus x cubed over 3 factorial plus x to the 5th over 5 factorial,$x-\frac{x^{3}}{3!}+\frac{x^{5}}{5!}$,https://www.youtube.com/watch?v=wOHrNt9ScYs,x minus x cubed over 3 factorial plus x to the fifth over 5 factorial minus.,x minus x cubed over 3 factorial plus x to the fifth,$x-\frac{x^{3}}{3!}+x^{5}$
x to the seventh over seven factorial,$x^{7}/7!$,https://www.youtube.com/watch?v=wOHrNt9ScYs,x to the seventh over seven factorial.,x to the 7th over 7 factorial.,$x^{7}/7!$
x to the fourth over four factorial,$x^{4}/4!$,https://www.youtube.com/watch?v=wOHrNt9ScYs,Next to the fourth over four factorial.,x to the fourth over 4 factorial.,$x^{4}/4!$
1 over 2 factorial times x squared plus 1 over 3 factorial times x cubed ,$\displaystyle{1\over2!}x^{2}+{1\over3!}x^{3}$,https://www.youtube.com/watch?v=--lPz7VFnKI,1 over 2 factorial times x squared plus 1 over 3 factorial times x cubed.,1 over 2 factorial times x squared plus 1 over 3 factorial times x cubed.,$\displaystyle{1\over2!}x^{2}+{1\over3!}x^{3}$
1 over 1 plus x,$\frac{1}{1+x}$,https://www.youtube.com/watch?v=--lPz7VFnKI,1 over 1 plus x.,1 over 1 plus x.,$\frac{1}{1+x}$
x over 2n plus 1,$\frac{x}{2n+1}$,https://www.youtube.com/watch?v=--lPz7VFnKI,x over 2n plus 1.,x over 2n plus 1.,$\frac{x}{2n+1}$
x times the sine of x,$x\mathinner{\sin\left(x\right)}$,https://www.youtube.com/watch?v=--lPz7VFnKI,X times the sine of X.,x times the sine of x.,$x\mathinner{\left(x\right)}$
x squared minus x to the fourth over three factorial plus x to the sixth over five factorial,$x^{2}-\frac{x^{4}}{3!}+\frac{x^{6}}{5!}$,https://www.youtube.com/watch?v=--lPz7VFnKI,x squared minus x to the fourth over 3 factorial plus x to the sixth over 5 factorial.,x squared minus x to the fourth over 3 factorial plus x to the sixth over 5 factorial.,$x^{2}-\frac{x^{4}}{3!}+\frac{x^{6}}{5!}$
the integral from zero to x of dt over one plus x,$\int_{0}^{x}\frac{dt}{1+x}$,https://www.youtube.com/watch?v=--lPz7VFnKI,The integral from zero to x of dT over 1 plus x.,The integral from 0 to x of dt over 1 plus x.,$\int_{0}^{x}\frac{dt}{1+x}$
 1 minus t plus t squared minus t cubed ,$1-t+t^{2}-t^{3}$,https://www.youtube.com/watch?v=--lPz7VFnKI,1 minus t plus t squared minus t cubed.,1 minus t plus t squared minus t cubed.,$1-T+T^{2}-T^{3}$
x minus x squared over two plus x cubed over three minus x to the fourth over four,$x-x^{2}/2+x^{3}/3-x^{4}/4$,https://www.youtube.com/watch?v=--lPz7VFnKI,x minus x squared over 2 plus x cubed over 3 minus x to the 4th over 4.,x squared over 2 plus x cubed over 3 minus x to the fourth over 4.,$x^{2}/2+x^{3}/3-x^{4}/4$
x equals minus t squared,$x=-t^{2}$,https://www.youtube.com/watch?v=--lPz7VFnKI,x equals minus t squared.,x equals minus t squared.,$x=a-t^{2}$
t to the fourth over two factorial,$\frac{t^{4}}{2!}$,https://www.youtube.com/watch?v=--lPz7VFnKI,T to the fourth over two factorial.,T to the fourth over two factorial.,$\frac{t^{4}}{2!}$
two over the square root of pi ,$2/\sqrt{\pi}$,https://www.youtube.com/watch?v=--lPz7VFnKI,2 over the squirt of pi,2 over the square root of pi.,$2/\sqrt{\pi}$
 integral of e to the minus t squared dt from 0 to x,$\int_{0}^{x}(e^{-t^{2}})dt$,https://www.youtube.com/watch?v=--lPz7VFnKI,integral of e to the minus t squared dt from 0 to x.,the integral of e to the minus t squared dt from 0 to x.,$\{\inte^{-t^{2}}dt\}_{0\leqx\leqx}$
x minus x cubed over 3 ,$x-\frac{x^{3}}{3}$,https://www.youtube.com/watch?v=--lPz7VFnKI,x minus x cubed over 3.,x minus x cubed over 3.,$x-\frac{x^{3}}{3}$
5 times 2 factorial,$5\cdot2!$,https://www.youtube.com/watch?v=--lPz7VFnKI,5 times 2 factorial.,5 times 2 factorial.,$5\cdot2!$
minus x to the seventh over seven times three factorial,$-\frac{x^{7}}{7\cdot3!}$,https://www.youtube.com/watch?v=--lPz7VFnKI,minus x to the seventh over seven times three factorial.,minus x to the seventh over seven times three factorial.,$-\frac{x^{7}}{7}3!$
z of t minus two equals minus three t,$z(t-2)=-3t$,https://www.youtube.com/watch?v=57jzPlxf4fk,z of t minus 2 equals minus 3t.,z of t minus two equals minus three t.,$z(t-2)=-3t$
minus one plus two t,$\displaystyle -1+2t$,https://www.youtube.com/watch?v=57jzPlxf4fk,minus 1 plus 2t.,minus 1 plus 2t.,$\displaystyle-1+2t$
x plus two y plus four z equals seven,$x+2y+4z=7$,https://www.youtube.com/watch?v=57jzPlxf4fk,x plus 2y plus 4z equals 7.,x plus 2y plus 4z equals 7.,$x+2y+4z=7$
x of t plus twice y of t plus four z of t,$x(t)+2y(t)+4z(t)$,https://www.youtube.com/watch?v=57jzPlxf4fk,x of t plus twice y of t plus 4 z of t.,y of t plus four z of t.,"$(y(t)+4,z(t))$"
minus one plus two t plus twice two plus t plus four times two minus three t,$-1+2t+2(2+t)+4(2-3t)$,https://www.youtube.com/watch?v=57jzPlxf4fk,minus 1 plus 2t plus twice 2 plus t plus 4 times 2 minus 3t.,minus one plus 2t plus twice 2t plus four times 2 minus 3t.,$-1+2t+2\mathrm{i}\mathrm{is}(2t+4)(2-3t)$
 minus 8t plus 11 equals 7,$-8t+11=7$,https://www.youtube.com/watch?v=57jzPlxf4fk,minus 8t plus 11 equals 7.,minus 8t plus 11 equals 7.,$-8t+11=7$
 minus one plus two t will be zero,$-1+2t=0\operatorname{}$,https://www.youtube.com/watch?v=57jzPlxf4fk,minus 1 plus 2t will be 0.,Minus one plus 2t will be zero.,$-(1+2t)\mathrm{WHB}_{0}$
a minus a cosine theta,$a-a\cos\theta$,https://www.youtube.com/watch?v=57jzPlxf4fk,A minus A cosine theta.,A minus A cosine theta.,"$a\,-\,a\,\cos\theta$"
x of theta is theta minus sine theta,$x(\theta)=\theta-\sin\theta$,https://www.youtube.com/watch?v=57jzPlxf4fk,X of theta is theta minus sine theta.,x of theta is theta minus sine theta.,$x(\theta)\sin\theta-\sin\theta$
t squared over two ,$\frac{t^{2}}{2}$,https://www.youtube.com/watch?v=57jzPlxf4fk,t square over 2.,t squared over two.,$\frac{t^{2}}{2}$
theta minus theta cubed over six,$\theta-\frac{\theta-\theta^{3}}{6}$,https://www.youtube.com/watch?v=57jzPlxf4fk,theta minus theta minus theta cubed over 6.,theta minus theta minus theta cubed over six.,$\theta-\theta-\frac{\theta^{3}}{6}$
 t minus sine t,$t-\sin t$,https://www.youtube.com/watch?v=0D4BbCa4gHo,T minus sine T.,t minus sine t.,$t-\sint$
square root of one minus cosine t squared plus sine squared t,$\sqrt{1-\cos^{2}t+\sin^{2}t}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,squared plus sine squared t.,square root of one minus cosine t squared plus sine square t.,$\sqrt{(1-\cost)^{2}+\sin^{2}t}$
 square root of one minus two cosine t plus cosine squared t plus sine squared t,$\displaystyle \sqrt{1-2\cos t+\cos^{2}t+\sin^{2}t}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,squared root of 1 minus 2 cosine t plus cosine square t plus sine square t.,square root of one minus two cosine t plus cosine square t plus sine square t.,$\displaystyle\sqrt{1-2\cost+\cos^{2}t+\sin^{2}t}$
square root of two minus two cosine t,$\sqrt{2-2\cos t}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,square root of 2 minus 2 cosine t.,root of 2 minus 2 cosine t.,$root(2-2\cost)$
F equals ma,$\mathcal{F}=\mathcal{ma}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,F equals MA.,F equals ma.,$\mathcal{F}=\mathcal{MV}$
 v divided by magnitude of v,$v/||v||$,https://www.youtube.com/watch?v=0D4BbCa4gHo,V divided by magnitude of V.,V divided by magnitude of V.,$v/||v||$
 uv prime equals u prime v plus u v prime ,$(uv)^{\prime}=u^{\prime}v+uv^{\prime}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,uv prime equals u prime v plus uv prime.,uv prime equals u prime v plus uv prime.,$uv^{\prime}=u^{\prime}v+uv^{\prime}$
dr dt cross v plus r cross dv dt,$\displaystyle\frac{d\mathbf{r}}{dt}\times\mathbf{v}+\mathbf{r}\times\frac{d\mathbf{v}}{dt}$,https://www.youtube.com/watch?v=0D4BbCa4gHo,dR dT cross V plus R cross dV dT.,dR dt cross v plus R cross dv dt.,$\displaystyle\frac{d\mathbf{r}}{dt}\times\mathbf{v}+\mathbf{r}\times\frac{d%\mathbf{v}}{dt}$
determinant of A is not zero,$\det(A)\neq0$,https://www.youtube.com/watch?v=U1EcnfTKXJ0,The determinant of A is not zero.,determinant of A is not zero.,$\det(A)\neq0$
 x plus 3y plus z equals zero,$x+3y+z=0.$,https://www.youtube.com/watch?v=U1EcnfTKXJ0,x plus free y plus z equals zero.,x plus free y plus z equals zero.,$x+3y+z=0.$
